repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
qtproject/qtwebsockets,C++,0.953125,12,0,0.318743,12.230769,0.000000,1,8804,0.442718,6,1,1,1,1
r0mai/car-game,C++,0.830882,2,0,0.013152,49.250000,9.875000,0,7157,0.262903,1,1,1,1,1
tike/GOnpp,C++,0.714286,2,0,0.139063,11.222222,0.444444,1,7318,0.000000,10,1,1,1,1
synergiance/synerbot,C++,0.880000,1,0,0.131153,34.285713,0.785714,0,2696,0.000000,0,0,1,1,1
usqcd-software/qdpxx,C++,0.924324,3,0,0.165652,5.071429,0.119048,1,151312,0.065454,4,1,1,1,1
libattic/libattic,C++,0.955056,3,0,0.243882,0.600000,0.200000,1,209011,0.052731,1,1,1,1,1
Pallevante/Iris,C++,0.601626,3,0,0.739000,238.000000,9.000000,0,5042,0.000000,4,0,1,1,1
skasperski/navigation_2d,C++,0.918033,1,0,0.354967,13.375000,1.250000,1,19339,0.009627,13,1,1,1,1
gregorylburgess/acoustic-deploy_C,C++,0.956679,2,0,0.297947,2.071429,0.785714,1,57509,0.000000,0,0,1,1,1
robertoraggi/cplusplus,C++,0.901235,1,0,0.241624,103.000000,2.000000,1,26101,0.144641,20,1,1,1,1
timstephens/Dorbot,C++,0.769231,1,0,0.418485,8.500000,1.250000,1,1466,0.000000,3,0,1,1,1
maddinat0r/samp-streamer,C++,0.547619,1,0,0.084253,60.000000,1.000000,1,6143,0.000000,6,0,1,1,1
emsec/ChameleonMini,C++,0.163636,2,0,0.398522,2.500000,0.357143,1,45059,0.000000,208,1,1,1,1
mindastray/lincxx,C++,0.899083,1,0,0.231266,4.250000,0.500000,1,91489,0.989959,1,1,1,1,1
samuelhj/BTAP_MCU-2014-01,C++,0.333333,1,0,0.409563,16.500000,5.000000,1,2115,0.000000,0,0,1,1,1
daylen/stockfish-mac,C++,0.500000,1,0,0.220964,11.250000,1.583333,1,8685,0.000000,168,0,1,1,1
NuriaProject/Network,C++,0.988372,2,0,0.291930,9.000000,0.071429,1,10073,0.326324,0,1,1,1,1
OpenCVBlobsLib/opencvblobslib,C++,0.750000,2,0,0.336982,5.409091,0.772727,1,3105,0.000000,45,1,1,1,1
CarVac/filmulator-gui,C++,1.000000,3,0,0.274735,23.307692,2.692308,1,15011,0.465199,37,1,1,1,1
felixhekhorn/UiO-FYS4411,C++,0.937500,1,0,0.073479,20.750000,0.250000,0,55102,0.170239,0,0,1,1,1
zapta/linbus,C++,0.813953,2,0,0.631041,13.076923,0.230769,1,13734,0.000000,26,1,1,1,1
elmindreda/greg,C++,0.750000,1,0,0.030829,3.909091,0.090909,1,50589,0.808657,9,1,1,1,1
firepick1/FireSight,C++,0.921053,1,0,0.023332,6.375000,0.250000,1,13296,0.015419,27,1,1,1,1
dorkster/flare-engine-next,C++,0.985149,2,1,0.189095,60.785713,1.714286,1,33128,0.011028,18,1,1,1,1
hjnilsson/rme,C++,0.850000,4,0,0.039044,4.066667,2.800000,1,548983,0.000000,64,1,1,1,1
dixx/Die_Chroniken_eines_namenlosen_Spiels,C++,0.975904,1,0,0.173787,15.000000,4.272727,0,10299,0.000000,0,0,1,1,1
Crypto-Expert/HoboNickels,C++,0.959627,1,0,0.093470,12.400000,1.100000,1,89254,0.042634,7,1,1,1,1
benhj/teasafe,C++,0.966292,1,0,0.297618,39.363636,2.636364,1,8822,0.002925,35,1,1,1,1
trquinn/changa,C++,0.809524,2,0,0.150382,1.250000,0.136364,1,42634,0.171223,0,1,1,1,1
antlafarge/QtWebsocket,C++,0.925926,2,0,0.150442,6.666667,0.333333,1,3171,0.000000,70,1,1,1,1
kokole/bo2_gsc_reader_v2,C++,0.650000,2,0,0.129805,11.000000,3.666667,0,3671,0.000000,9,0,1,1,1
spark/thermostat,C++,1.000000,2,0,0.102953,6.300000,0.600000,1,17211,0.000000,693,1,1,1,1
Metaswitch/homestead,C++,0.868421,5,0,0.191059,64.866669,13.400000,1,13325,0.134884,1,1,1,1,1
GRIFFINCollaboration/GRSISpoon,C++,0.952381,3,0,0.153933,150.000000,59.000000,0,9085,0.224124,0,1,1,1,1
C0deH4cker/SimpleGameEngine,C++,0.705882,2,0,0.193537,66.000000,7.000000,1,9072,0.000000,41,1,1,1,1
highfidelity/hifi,C++,0.973903,8,0,0.131127,891.266663,201.600006,1,166827,0.032591,356,1,1,1,1
molpopgen/libsequence,C++,0.957219,1,0,0.181102,42.307693,0.461538,1,53324,0.196882,16,1,1,1,1
CardiacImagingCharite/MyoSeg,C++,1.000000,1,0,0.122020,33.000000,1.000000,1,1488,0.000000,0,0,1,1,1
VikingScientist/LRsplines,C++,1.000000,2,0,0.119014,4.285714,0.107143,1,9405,0.000000,2,1,1,1,1
Jason-lee-c/CocosBase,C++,0.900000,2,0,0.320025,7.000000,1.000000,1,5472,0.000000,30,1,1,1,1
BlackBags/MonsterScramble,C++,0.338028,2,0,0.163123,7.714286,0.428571,1,2877,0.000000,0,1,1,1,1
robocomp/robocomp,C++,0.968504,5,0,0.233521,51.357143,1.714286,1,34698,0.000000,19,1,1,1,1
jhu-lcsr/lcsr_controllers,C++,1.000000,1,0,0.127628,12.076923,0.307692,0,5472,0.109443,4,0,1,1,1
zycet/iTRLib,C++,0.720930,2,0,0.311669,30.076923,0.076923,1,184921,0.000452,0,1,1,1,1
Seeed-Studio/TFT_Touch_Shield_V2,C++,1.000000,3,0,0.113062,2.555556,0.444444,1,1287,0.000000,31,1,1,1,1
ruedigergad/SkippingStones,C++,1.000000,1,0,0.190433,22.875000,1.375000,0,2717,0.000000,18,0,1,1,1
ufal/morphodita,C++,0.955224,1,0,0.090892,30.142857,0.142857,1,31008,0.000000,20,0,1,1,1
chris5287/QMapControl,C++,0.986667,1,1,0.475792,23.888889,0.111111,1,5588,0.000000,1,1,1,1,1
khaledhosny/ots,C++,0.630137,1,0,0.094300,4.948718,1.461538,1,13612,0.161082,43,1,1,1,1
philippotto/GP2013,C++,0.981481,2,0,0.121848,9.000000,0.538462,1,11426,0.000000,6,1,1,1,1
neurodroid/stimfit,C++,0.892655,3,0,0.284158,23.142857,0.857143,1,77934,0.086722,19,1,1,1,1
ef-gy/libefgy,C++,0.908046,1,1,0.470335,20.000000,1.500000,1,12315,0.000000,9,1,1,1,1
FairRootGroup/FairRoot,C++,0.924022,4,0,0.225853,25.437500,8.500000,1,87634,0.013289,14,1,1,1,1
frobs/JvmLauncher,C++,1.000000,1,1,0.050143,17.400000,0.800000,1,1435,0.216192,2,1,1,1,1
nekipelov/redisclient,C++,0.894737,1,1,0.053172,2.785714,0.428571,1,2182,0.047805,36,1,1,1,1
supertuxkart/stk-code,C++,0.943981,3,1,0.190993,359.866669,196.466660,1,519528,0.045899,214,1,1,1,1
core2062/CORE2014,C++,0.956522,1,0,0.095588,37.000000,2.000000,0,1845,0.000000,1,0,1,1,1
andrew-pa/libqeg,C++,0.925000,1,0,0.060143,10.500000,3.166667,0,7581,0.000000,1,0,1,1,1
gerbaudo/SusyCommon,C++,0.833333,4,0,0.318386,16.900000,2.200000,0,7130,0.000000,2,0,1,1,1
mkovacs/xacto2d,C++,0.500000,1,0,0.103399,23.000000,11.500000,1,676,0.000000,0,0,1,1,1
macieks/Tiny2D,C++,0.804795,1,0,0.168302,13.500000,1.000000,1,89607,0.055662,73,1,1,1,1
ef-gy/topologic,C++,0.642857,1,0,0.367090,15.363636,0.272727,1,4834,0.000000,25,0,1,1,1
chsitter/arduino-makefile,C++,0.555556,1,0,0.047481,8.000000,0.333333,1,7026,0.988579,1,1,1,1,1
larsys/markov_decision_making,C++,0.972973,2,0,0.335286,4.125000,0.125000,1,4541,0.000000,3,1,1,1,1
paktinat/STau,C++,0.977401,4,0,0.156609,26.857143,0.428571,0,99625,0.064988,0,1,1,1,1
wKich/s-orbit,C++,1.000000,1,0,0.013250,27.000000,22.000000,0,1736,0.000000,0,0,1,1,1
subotto/subtracker,C++,0.914894,3,0,0.161831,20.857143,0.357143,0,17282,0.051887,2,1,1,1,1
FrodeSolheim/fs-uae,C++,0.744713,1,1,0.102956,35.142857,4.214286,1,427861,0.097018,107,1,1,1,1
AlexanderDilthey/MHC-PRG,C++,0.937500,2,0,0.077844,23.642857,0.428571,1,69921,0.863925,8,1,1,1,1
sailfish-sdk/libsailfishapp,C++,1.000000,2,0,0.392491,4.666667,1.133333,1,355,0.119266,7,1,1,1,1
limelight-stream/limelight-android,C++,0.087719,1,0,0.491271,38.933334,4.266667,1,15045,0.000000,331,0,1,1,1
dvbuntu/ogre,C++,0.923077,1,0,0.197400,10.071429,0.142857,0,2020,0.207971,1,0,1,1,1
libretro/libretro-3dengine,C++,0.657459,1,0,0.304597,6.153846,0.230769,1,27812,0.000000,3,0,1,1,1
SquadCollaborativeRobotics/global_planner,C++,0.894737,2,0,0.288635,79.000000,1.333333,1,3483,0.000000,0,1,1,1,1
miska/HungerMeter,C++,1.000000,1,0,0.141897,16.000000,2.000000,1,1149,0.000000,1,0,1,1,1
peria/arctan,C++,0.935484,2,0,0.078904,31.333332,0.666667,0,1704,0.014277,0,1,1,1,1
FRC2994/Robot-2014,C++,0.866667,3,0,0.226942,33.000000,12.000000,0,1277,0.000000,0,0,1,1,1
osmehlik/l-systems-vis,C++,1.000000,1,0,0.105372,4.833333,2.000000,1,1863,0.000000,1,0,1,1,1
Sheph/airforce,C++,0.804895,1,0,0.171898,25.000000,5.285714,1,1417527,0.005265,0,1,1,1,1
ekrona/ekrona,C++,0.957055,1,0,0.015294,3.875000,0.375000,1,273238,0.013014,0,1,1,1,1
deiv/kdeconnect-pkg,C++,0.943925,1,0,0.284047,6.600000,0.200000,1,7065,0.032465,1,1,1,1,1
patrickelectric/predator,C++,0.745283,1,0,0.221928,36.000000,0.500000,1,7080,0.000000,0,0,1,1,1
oniongarlic/harbour-yradio,C++,1.000000,1,0,0.051464,14.285714,0.285714,1,3078,0.000000,1,0,1,1,1
seagullua/ADLib,C++,0.807018,1,0,0.298540,26.500000,0.166667,1,42660,0.000000,0,0,1,1,1
jfomhover/ArduSat-utils,C++,0.508772,1,0,0.266839,16.500000,0.500000,1,6246,0.000000,3,0,1,1,1
fabric-engine/lldb,C++,0.965071,7,0,0.125416,47.799999,0.000000,1,700586,0.031833,0,1,1,1,0
sillsdev/grind,C++,1.000000,1,0,0.233333,7.428571,0.571429,1,2064,0.000000,1,0,1,1,1
omuses/hqp,C++,0.861538,1,0,0.246491,5.736842,0.315789,1,68611,0.000000,9,0,1,1,1
maritimecoin/marinecoin,C++,0.962500,1,0,0.029633,8.000000,1.000000,1,130064,0.066364,2,1,1,1,1
janbar/cppmyth,C++,0.792208,1,0,0.163503,38.357143,0.357143,1,13793,0.076246,5,1,1,1,1
FastQuake/E410,C++,0.968750,2,0,0.029136,50.285713,0.428571,1,6947,0.000000,4,1,1,1,1
sgould/drwn,C++,0.965714,2,0,0.210844,9.461538,2.230769,1,65279,0.000000,35,1,1,1,1
wantnon2/3DToolKit-for-cocos2dx,C++,0.731707,2,0,0.323102,5.875000,0.125000,1,4751,0.014603,37,1,1,1,1
CryptoBubble/radioactivecoin,C++,0.940000,2,0,0.069719,39.000000,4.000000,1,62690,0.067152,0,1,1,1,1
Giemsa/oreore,C++,0.844141,1,0,0.310053,19.571428,0.142857,1,129861,0.009922,5,1,1,1,1
log4cplus/log4cplus,C++,0.973510,2,1,0.149522,11.261538,1.246154,1,72672,0.069386,187,1,1,1,1
ibmdb/node-ibm_db,C++,0.909091,3,0,0.111191,7.315789,1.631579,1,7864,0.000000,39,1,1,1,1
xiangxw/ThinDict,C++,1.000000,1,0,0.142609,15.777778,0.666667,1,1200,0.000000,1,0,1,1,1
vjaunet/QUADCOPTER,C++,0.809524,2,0,0.345750,9.125000,0.250000,1,6385,0.049106,63,1,1,1,1
holland01/bspviewer,C++,0.755102,1,0,0.088410,6.714286,0.071429,1,14111,0.178059,0,1,1,1,1
chadwickj/Cybersonics103,C++,0.933333,4,0,0.113601,31.000000,1.000000,0,1701,0.000000,1,0,1,1,1
sz3/turbolib,C++,0.849057,1,0,0.075711,4.513514,0.054054,1,23016,0.435704,1,1,1,1,1
SCIInstitute/ImageVis3D,C++,0.931034,4,1,0.192174,2.338462,0.061538,1,43451,0.000000,11,1,1,1,1
johnwbyrd/superpawn,C++,0.960000,1,1,0.161359,11.857143,0.214286,1,33954,0.741722,2,1,1,1,1
andrej-fischer/cloneHD,C++,1.000000,1,0,0.094811,22.857143,1.000000,1,9971,0.000000,14,0,1,1,1
humboldt-xie/xb,C++,0.823529,1,0,0.164161,7.333333,0.166667,1,252829,0.004188,0,1,1,1,1
berkus/dir_monitor,C++,1.000000,1,1,0.117421,4.222222,0.333333,1,1841,0.230327,14,1,1,1,1
sn0w75/MikuMikuPenguin,C++,0.882353,3,1,0.070013,16.533333,5.066667,1,11921,0.015852,163,1,1,1,1
mucbuc/twice-size,C++,0.916667,1,0,0.129531,4.777778,0.333333,0,3794,0.895255,1,0,1,1,1
larics/assisi-playground,C++,0.970149,3,0,0.291948,14.153846,3.076923,1,4428,0.071072,0,1,1,1,1
2sin18/hactar,C++,0.833333,1,1,0.278278,57.000000,2.000000,1,1123,0.000000,3,1,1,1,1
aam/oracledart,C++,0.250000,1,0,0.019393,12.142857,1.928571,1,1237,0.000000,9,0,1,1,1
ibawt/ev,C++,0.750000,1,1,0.222950,18.454544,1.090909,1,136564,0.025095,1,1,1,1,1
jluukko/fuelpad,C++,1.000000,2,0,0.159446,19.500000,0.100000,1,12282,0.000000,0,1,1,1,1
RSATom/WebChimera,C++,0.857143,1,0,0.160990,25.785713,7.214286,1,6501,0.000000,64,0,1,1,1
portown/capture,C++,0.454545,1,0,0.062400,29.000000,4.000000,1,1187,0.000000,1,0,1,1,1
robotology/icub-main,C++,0.938883,10,1,0.171865,25.750000,1.500000,1,387797,0.004461,21,1,1,1,1
fourtytwo42/42,C++,0.968553,2,0,0.030353,3.000000,2.000000,1,128612,0.065997,10,1,1,1,1
FRC2539/command-based,C++,0.916667,3,0,0.090769,11.785714,0.928571,0,1821,0.000000,3,0,1,1,1
thedmd/cmake-hacked,C++,0.791713,9,0,0.203085,7.235294,0.000000,1,472315,0.177968,4,1,1,1,1
Fynx/BTech,C++,0.935484,2,0,0.168608,5.187500,1.187500,1,11994,0.006834,4,1,1,1,1
kunitoki/juced,C++,0.832953,1,1,0.179854,2.875000,0.250000,1,740892,0.006395,41,1,1,1,1
JosephP91/curlcpp,C++,0.875000,1,0,0.517894,9.214286,2.071429,1,1562,0.012445,211,1,1,1,1
team3130/Robot-2014,C++,0.957746,5,0,0.251775,27.250000,0.666667,0,2529,0.000000,4,0,1,1,1
QuentinFiard/GooglifyCMake,C++,0.725490,1,1,0.080031,12.153846,0.692308,1,7374,0.166474,2,1,1,1,1
hildensia/playalong,C++,0.909091,1,0,0.011513,47.000000,6.000000,1,657,0.000000,15,0,1,1,1
ppwwyyxx/speaker-recognition,C++,0.885057,3,0,0.232884,7.642857,0.071429,1,16910,0.000000,59,1,1,1,1
melizalab/jill,C++,0.980392,2,0,0.287332,1.333333,0.666667,1,4447,0.136594,0,1,1,1,1
bq-rk3066/android_device_bq_rockchip-common,C++,0.666667,4,0,0.092015,11.111111,0.111111,1,21037,0.000000,0,1,1,1,1
sowbug/happynine,C++,0.906977,1,0,0.288462,39.571430,8.714286,1,19114,0.170189,17,1,1,1,1
richfitz/forest,C++,0.833333,1,1,0.209066,45.000000,11.600000,1,8614,0.157578,8,1,1,1,1
JohnLeM/BasexCPPAPI,C++,0.714286,2,0,0.208647,1.083333,0.166667,1,10836,0.840121,0,1,1,1,1
n8armstrong/cs3600,C++,0.914286,1,0,0.118191,15.000000,5.500000,0,3432,0.124126,0,0,1,1,1
realXtend/tundra,C++,0.794349,2,0,0.158163,7.058824,3.058824,1,185614,0.000000,72,1,1,1,1
ForNeVeR/mithgolizer,C++,0.666667,1,0,0.008696,9.500000,2.000000,1,132,0.000000,0,0,1,1,1
hoelzro/harbour-sudoku,C++,0.000000,1,0,0.130402,9.000000,1.500000,1,1162,0.000000,4,0,1,1,1
OpenMS/OpenMS,C++,0.967651,6,1,0.226083,133.210526,48.684212,1,515316,0.250792,39,1,1,1,1
JeffersonLab/g4sbs,C++,0.975904,3,0,0.165112,13.692308,0.384615,0,15542,0.013375,0,1,1,1,1
nadiahpk/settlement-time-game,C++,0.565217,2,0,0.323634,3.166667,0.333333,1,4018,0.000000,0,1,1,1,1
CopernicaMarketingSoftware/PHP-CPP,C++,0.832335,2,0,0.426672,34.875000,10.937500,1,15913,0.108333,638,1,1,1,1
Dazzozo/android_external_webkit,C++,0.941272,15,0,0.208777,2.914286,0.057143,1,1957686,0.006585,0,1,1,1,1
thieman/korhal,C++,0.812500,1,0,0.155764,50.000000,2.500000,1,12075,0.000000,97,0,1,1,1
nathanjsweet/nodehun,C++,0.800000,1,0,0.144796,4.033333,0.766667,1,1738,0.000000,72,0,1,1,1
KyleSanderson/SteamWorks,C++,0.838710,1,0,0.200838,8.500000,1.071429,1,3628,0.000000,15,0,1,1,1
MaratMir/DiskArcher-backup-utility,C++,0.822368,1,0,0.227335,26.500000,0.500000,1,12460,0.000000,1,0,1,1,1
djvergad/dash,C++,1.000000,1,0,0.236073,7.666667,1.111111,1,2773,0.033935,2,1,1,1,1
NextRPG/Xihad,C++,0.846899,2,0,0.481549,23.750000,2.000000,0,83440,0.012119,15,1,1,1,1
HaikuArchives/BeSpider,C++,1.000000,3,0,0.154303,8.000000,0.571429,1,859,0.000000,1,1,1,1,1
irods/irods_resource_plugin_s3,C++,0.500000,2,0,0.139681,4.857143,2.142857,1,1509,0.000000,1,1,1,1,1
start-jsk/denso,C++,0.625000,2,1,0.012221,4.866667,2.600000,1,129009,0.000000,4,1,1,1,1
Zaela/ZEQClient,C++,0.907275,1,0,0.180903,6.090909,0.181818,1,421474,0.003215,2,1,1,1,1
ericgopak/Mortal-Coil,C++,1.000000,1,0,0.093005,3.071429,0.214286,1,3466,0.017576,1,1,1,1,1
ComputationalRadiationPhysics/scatteralloc,C++,0.000000,3,1,0.188312,24.333332,8.833333,1,940,0.000000,1,1,1,1,1
tjohnw/Vectron,C++,0.000000,2,0,0.142453,161.000000,2.000000,1,18509,0.000000,0,1,1,1,1
nikolovp/RayTracedChessGame,C++,0.977273,1,0,0.195411,55.000000,1.000000,1,8265,0.157270,0,1,1,1,1
Devianttwo/Electric,C++,0.956522,5,0,0.012702,13.000000,1.000000,1,333117,0.009753,1,1,1,1,1
stichnot/subzero,C++,0.842105,1,0,0.173731,45.833332,2.583333,1,9304,0.000000,7,0,1,1,1
lijie/dogrun3,C++,0.887179,2,0,0.207866,80.000000,0.000000,1,328626,0.400723,1,1,1,1,1
porglezomp/graphicsmath,C++,0.916667,1,0,0.169736,6.625000,0.250000,1,2074,0.191233,1,1,1,1,1
navrkald/regularConvertor,C++,0.985915,2,0,0.081937,8.222222,0.777778,0,10195,0.000000,0,0,1,1,1
leduyvu/RacerMouse,C++,0.900563,3,0,0.243991,14.000000,1.500000,1,88879,0.015683,0,1,1,1,1
lasserre/JAGUAR,C++,0.912660,2,0,0.179943,45.333332,4.333333,1,1014504,0.005654,0,1,1,1,1
AlbericTrancart/doom,C++,0.863636,2,0,0.286713,30.250000,0.250000,1,1224,0.000000,1,1,1,1,1
Seeed-Studio/Small_ePaper_Shield,C++,0.800000,2,0,0.182410,3.250000,0.125000,1,2622,0.000000,18,1,1,1,1
abduld/libwb,C++,0.666667,3,1,0.042001,6.142857,2.142857,1,4100,0.004820,70,1,1,1,1
eddelbuettel/bh,C++,0.784729,2,1,0.152673,2.743590,0.282051,0,1107701,0.005457,17,1,1,1,1
ayebear/undeadmmo,C++,0.923077,1,0,0.146194,8.750000,8.000000,1,7368,0.017441,1,1,1,1,1
Ertinfagor/RCHome,C++,0.838710,1,0,0.350784,10.333333,0.666667,1,2133,0.000000,0,0,1,1,1
joeybronner/EasyTwitterManager,C++,0.228571,1,0,0.316495,9.666667,2.000000,0,20834,0.096462,1,0,1,1,1
saiarcot895/osm-fulton-address,C++,1.000000,1,0,0.066441,9.272727,0.090909,1,4038,0.314898,0,1,1,1,1
KylinMod/android_frameworks_av,C++,0.854449,27,0,0.290141,6.214286,0.000000,1,445820,0.027034,0,1,1,1,1
Loki-Astari/ThorsStream,C++,1.000000,1,1,0.137598,14.500000,0.500000,1,15257,0.215812,2,1,1,1,1
KylinMod/android_frameworks_native,C++,0.922105,18,0,0.196994,4.315789,0.000000,1,115063,0.101041,0,1,1,1,1
Meisaka/NetPort,C++,0.687500,1,1,0.046657,3.769231,0.692308,1,1465,0.000000,0,1,1,1,1
sailzeng/zcelib,C++,0.005141,1,0,0.234454,23.428572,0.142857,1,77360,0.066937,16,1,1,1,1
lukaslaobeyer/AutoFlight,C++,0.906667,1,0,0.296933,5.333333,0.222222,1,42181,0.184948,22,1,1,1,1
quyse/oil,C++,0.954023,1,0,0.093269,23.666668,3.000000,1,9878,0.043639,0,1,1,1,1
miguelfreitas/twister-seeder,C++,0.937500,2,0,0.073267,2.857143,0.142857,1,4972,0.000000,39,1,1,1,1
p0sixspwn/p0sixspwn,C++,0.869990,2,0,0.326241,2.000000,11.000000,1,286509,0.000461,324,0,1,1,1
omniarmv6/android_frameworks_av,C++,0.836534,27,0,0.315255,5.826087,0.000000,1,472228,0.024948,0,1,1,1,1
antimatter15/ocrad.js,C++,0.891304,1,0,0.084154,2.500000,1.416667,1,10447,0.000000,2022,0,1,1,1
communi/communi-sailfish,C++,0.965517,1,0,0.224172,31.769232,9.000000,1,5023,0.000000,28,0,1,1,1
omniarmv6/android_frameworks_native,C++,0.921941,27,0,0.198853,2.392857,0.000000,1,113684,0.003472,0,1,1,1,1
maincoon/Protoc,C++,0.909091,2,0,0.189698,3.625000,0.125000,0,5553,0.173456,5,1,1,1,1
luisibanez/ITKSTLMeshIO,C++,0.400000,1,0,0.254934,30.000000,2.000000,1,911,0.072376,2,1,1,1,1
VinceZK/LRCS_WIN,C++,0.817829,2,0,0.209774,23.000000,1.000000,1,29186,0.013266,0,1,1,1,1
stozze/harbour-sgauth,C++,0.947368,1,0,0.244508,13.000000,5.000000,1,17960,0.000000,3,0,1,1,1
mjtorn/jolla-morse,C++,1.000000,1,0,0.209085,28.250000,0.750000,1,1255,0.000000,3,0,1,1,1
Dax89/QHexEdit,C++,0.944444,1,0,0.009736,9.100000,0.900000,1,2486,0.000000,15,0,1,1,1
apurtell/llvm,C++,0.990763,34,0,0.231147,31.000000,0.000000,1,937521,0.037221,0,1,1,1,1
apurtell/llvm-clang,C++,0.915592,28,0,0.296393,34.545456,0.000000,1,919467,0.033036,0,1,1,1,1
swisspol/ComicFlow,C++,0.838926,1,0,0.132075,5.625000,3.458333,1,28532,0.000000,195,0,1,1,1
PCSX2/pcsx2,C++,0.903774,14,0,0.201743,92.000000,32.400002,1,1454584,0.030687,1126,1,1,1,1
copy-app/cpp-client-library,C++,0.796607,2,0,0.170229,4.000000,2.000000,1,1343993,0.005456,3,1,1,1,1
andyjost/Sprite-3,C++,0.946237,1,0,0.148265,9.071429,0.785714,1,21865,0.000000,1,0,1,1,1
henrythasler/pwnsensor,C++,1.000000,1,0,0.096525,34.500000,2.500000,1,2126,0.000000,3,0,1,1,1
daid/NinjaKittens,C++,0.764706,1,0,0.065566,5.200000,0.800000,1,11684,0.052901,2,1,1,1,1
Myzhar/RoboController,C++,0.811538,1,0,0.237165,14.000000,1.333333,1,155017,0.198237,3,1,1,1,1
trax44/tvirt,C++,0.939394,1,0,0.029851,30.500000,1.500000,0,1767,0.000000,1,0,1,1,1
KanColleTool/KanColleTool,C++,0.000000,2,0,0.169444,53.500000,9.500000,1,842,0.000000,42,1,1,1,1
eddelbuettel/rinside,C++,0.943662,1,1,0.209650,2.608696,0.239130,1,4244,0.000000,27,1,1,1,1
NamelessRom/android_frameworks_av,C++,0.863253,42,0,0.283018,26.461538,0.000000,1,421645,0.034887,2,1,1,1,1
ant512/Woopsi,C++,0.984410,1,0,0.214294,5.923077,0.076923,1,43083,0.201453,2,1,1,1,1
Kev/evexin,C++,0.951613,1,0,0.119509,12.500000,3.250000,1,3795,0.000000,2,0,1,1,1
chrismanning/jbson,C++,0.928571,1,0,0.086023,14.833333,0.583333,1,11366,0.481133,18,1,1,1,1
inetic/masio,C++,1.000000,1,0,0.068077,10.333333,0.083333,1,2054,0.356678,7,1,1,1,1
ethereum/cpp-ethereum,C++,0.955598,8,0,0.116694,444.600006,98.266670,1,146479,0.122792,596,1,1,1,1
NamelessRom/android_frameworks_native,C++,0.916968,25,0,0.151891,13.625000,0.000000,1,190571,0.112853,1,1,1,1,1
GeneticAlgorithmsConference/Library,C++,0.930481,2,0,0.199984,33.000000,0.500000,1,23006,0.000000,3,1,1,1,1
Distrotech/qtenginio,C++,0.984848,4,0,0.300430,11.333333,0.000000,1,12465,0.438507,0,1,1,1,1
calband/calchart,C++,0.836538,2,0,0.113866,19.000000,11.571429,1,24643,0.080408,5,1,1,1,1
HaikuArchives/RemoteControl,C++,0.952381,2,0,0.128443,7.000000,1.000000,0,2816,0.000000,0,0,1,1,1
utexas-bwi/bwi_guidance,C++,0.911765,1,0,0.093204,18.133333,0.066667,1,13527,0.116586,1,1,1,1,1
sergeystoma/tinyvnc,C++,0.932836,1,0,0.073115,1.000000,0.750000,1,54718,0.018119,15,0,1,1,1
defuse/passgen,C++,0.250000,1,1,0.031326,5.777778,1.888889,1,7580,0.000000,21,1,1,1,1
AbiWord/aiksaurus,C++,0.953052,2,0,0.211094,6.500000,0.500000,1,17809,0.000000,2,1,1,1,1
DarthTon/Blackbone,C++,0.826590,1,0,0.114111,6.000000,1.500000,1,194868,0.007387,299,1,1,1,1
PawelLyskawinski/bernkastel,C++,0.821853,1,1,0.256082,17.181818,0.272727,1,71906,0.580057,0,1,1,1,1
mucbuc/ohm,C++,0.909091,1,0,0.021167,6.928571,0.285714,0,2098,0.917659,0,0,1,1,1
Schischu/android_device_moto_wingray,C++,0.593750,1,0,0.172521,6.750000,0.250000,1,9161,0.000000,6,0,1,1,1
durcakd/Sudoku-MEA-Solver,C++,0.952381,1,0,0.137255,89.000000,5.000000,0,1675,0.000000,0,0,1,1,1
SfietKonstantin/friends-sailfish,C++,0.962963,1,0,0.316290,60.666668,1.333333,0,8352,0.000000,16,0,1,1,1
krzyk240/sim,C++,0.962264,1,1,0.085325,10.666667,0.533333,1,5664,0.009400,5,1,1,1,1
konserw/koferta,C++,1.000000,1,0,0.078600,8.187500,0.750000,1,9412,0.000000,1,0,1,1,1
grassator/qml-commonjs,C++,1.000000,1,0,0.187484,26.000000,1.500000,1,16321,0.052109,18,1,1,1,1
PlutoniumHeart/ISMRMrd,C++,0.921053,4,0,0.116178,5.464286,0.000000,1,18099,0.665242,0,1,1,1,1
adrpar/mysql_sphere,C++,0.901961,2,0,0.137675,6.200000,1.200000,1,25461,0.000000,0,1,1,1,1
yorung/dx11bvh,C++,0.910714,1,0,0.015916,25.600000,0.066667,1,5450,0.009557,1,1,1,1,1
maximweb/brewslave,C++,0.400000,3,0,0.258180,8.714286,1.142857,1,3201,0.000000,1,1,1,1,1
fsecilia/mmc,C++,0.710638,1,0,0.307093,129.399994,5.400000,1,16287,0.010092,0,1,1,1,1
blablack/ams-lv2,C++,0.385185,1,0,0.012077,5.266667,1.666667,1,17124,0.000000,9,0,1,1,1
lincolnge/FYP,C++,1.000000,1,0,0.131506,2.333333,0.333333,1,51754,0.000000,0,0,1,1,1
webNeat/SMA,C++,0.970588,2,0,0.182803,34.000000,9.000000,1,24516,0.074991,0,1,1,1,1
