repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
uCtrl/Software,C++,0.924051,5,0,0.024230,101.599998,16.799999,0,19084,0.000000,7,0,1,1,1
das-labor/panopticon,C++,0.945652,1,0,0.236716,14.900000,1.033333,1,108573,0.597472,67,1,1,1,1
highinit/hiaux,C++,0.747967,1,0,0.154245,13.153846,0.461538,1,9496,0.013631,1,1,1,1,1
bejnan/MTFMag,C++,0.822430,1,0,0.059542,20.333332,4.222222,0,49397,0.217046,0,0,1,1,1
AMSUN-Berlin/daestruct,C++,0.785714,2,0,0.348398,3.777778,0.111111,1,2362,0.206253,0,1,1,1,1
mudzereli/DayzEpochChernarus,C++,0.200000,1,0,0.014347,60.500000,3.750000,1,5824,0.000000,1,0,1,1,1
pzduniak/ml_bcrypt,C++,0.166667,3,0,0.272477,1.529412,0.352941,1,2671,0.468647,3,1,1,1,1
jbytw/CMDXMoldTesting,C++,0.388889,1,0,0.105652,37.500000,41.500000,0,6671,0.000000,0,0,1,1,1
phatina/lmiwbem,C++,0.984615,1,0,0.125715,26.083332,1.583333,1,14570,0.000000,4,0,1,1,1
osrf/ros_dds,C++,1.000000,3,0,0.186785,60.750000,6.750000,1,5061,0.077440,14,1,1,1,1
GregoryFaust/samblaster,C++,1.000000,1,0,0.198799,5.800000,1.100000,1,1435,0.000000,66,0,1,1,1
andrewssobral/bgslibrary,C++,0.881188,1,0,0.249727,9.461538,1.692308,1,30609,0.000000,326,0,1,1,1
sharethrough/iOS-Sample-App,C++,0.528634,6,1,0.148608,5.384615,0.076923,1,3697,0.000000,1,1,1,1,1
potree/PotreeConverter,C++,0.971429,2,0,0.128275,16.692308,9.230769,1,39335,0.000000,47,1,1,1,1
nourani/ScientificQuantities,C++,0.750000,2,0,0.228253,3.700000,1.000000,1,1118,0.000000,5,1,1,1,1
reverbrain/react,C++,0.764706,1,1,0.227246,42.500000,1.500000,1,4012,0.177931,29,1,1,1,1
tqchen/mshadow,C++,0.911111,2,0,0.269121,30.769232,2.076923,1,8108,0.012866,6,1,1,1,1
pmachata/dwgrep,C++,0.924528,2,0,0.129887,61.692307,2.000000,1,19561,0.069804,27,1,1,1,1
condo4/carbudget,C++,1.000000,3,0,0.093269,6.687500,0.875000,1,8589,0.000000,4,1,1,1,1
cpgf/cpgf,C++,0.954345,1,0,0.045124,22.444445,3.111111,1,153482,0.021246,55,1,1,1,1
jonyrock/RabbitDemo,C++,0.794118,1,0,0.129379,29.000000,1.000000,0,49556,0.000000,0,0,1,1,1
steinwurf/cpuid,C++,0.800000,2,0,0.234120,3.916667,1.083333,1,598,0.092784,4,1,1,1,1
fbmyers/TBScope,C++,0.847666,3,0,0.193426,2.555556,0.333333,1,1468074,0.087906,1,1,1,1,1
mvansegbroeck/featxtra,C++,1.000000,2,0,0.191273,2.818182,0.272727,1,1626,0.000000,3,1,1,1,1
eranpeer/FakeIt,C++,0.875000,2,1,0.094077,54.666668,1.416667,1,12421,0.391108,115,1,1,1,1
redis/hiredis-node,C++,1.000000,3,1,0.045872,2.320000,0.600000,1,671,0.000000,215,1,1,1,1
kohler/mprpc,C++,0.965517,1,0,0.149583,30.000000,0.500000,0,12362,0.083269,0,0,1,1,1
CecileP/TER,C++,0.312500,2,0,0.213208,25.500000,6.000000,0,2347,0.000000,0,0,1,1,1
ros-nao/nao_camera,C++,1.000000,4,0,0.276923,3.607143,0.178571,1,1178,0.000000,0,1,1,1,1
freeeyes/PSS,C++,0.187597,1,0,0.087560,16.230768,0.461538,0,142351,0.012673,59,0,1,1,1
TEAM-Gummy/android_device_samsung_hlte,C++,0.754386,5,0,0.249279,17.285713,0.142857,1,16567,0.000000,1,1,1,1,1
bmteam/blowmorph,C++,0.858696,1,1,0.138542,7.437500,0.593750,1,13305,0.000000,0,1,1,1,1
glenfe/align,C++,0.617021,1,0,0.168506,23.428572,0.142857,0,1667,0.373309,4,0,1,1,1
MichalPokorny/swicka,C++,0.986667,1,0,0.044286,2.000000,1.000000,1,2417,0.284215,2,0,1,1,1
medoc92/upmpdcli,C++,1.000000,1,0,0.098398,14.500000,0.833333,1,13308,0.000000,45,0,1,1,1
FelixPetriconi/AllocatorBuilder,C++,0.911565,1,0,0.231936,144.000000,6.000000,1,95784,0.683265,24,1,1,1,1
kingofmen/VickyToHoI3,C++,0.857143,1,0,0.017324,8.777778,0.777778,1,4070,0.000000,2,0,1,1,1
jeremejevs/cmdcolor,C++,0.000000,2,0,0.000000,3.500000,5.000000,1,235,0.000000,13,1,1,1,1
errdivideby0/BadWolf,C++,1.000000,1,0,0.133577,69.000000,15.000000,1,947,0.000000,2,0,1,1,1
kciter/NNEngine,C++,0.090909,1,0,0.385943,16.000000,15.000000,1,508,0.000000,5,0,1,1,1
manisandro/gImageReader,C++,0.973684,1,0,0.130011,17.043478,0.695652,1,15144,0.000000,78,0,1,1,1
aerospike/aerospike-client-nodejs,C++,0.725000,2,1,0.229506,24.785713,3.357143,1,16802,0.000000,105,1,1,1,1
blind0wl/rot_altis_life,C++,0.553191,1,0,0.010371,35.599998,15.600000,0,5821,0.000000,1,0,1,1,1
TheGreekBrit/YoshiDis,C++,0.980392,2,0,0.006929,40.833332,0.166667,1,543778,0.000000,14,1,1,1,1
projectmunin/munin-image_processing,C++,0.470588,2,0,0.277165,17.500000,8.500000,0,2165,0.000000,3,0,1,1,1
miska/tomovee,C++,0.956522,1,1,0.026889,12.416667,2.000000,1,30979,0.242448,0,1,1,1,1
hmm34/reducto,C++,0.977492,2,0,0.270183,73.000000,10.000000,1,58835,0.004102,0,1,1,1,1
eklavyamirani/BusinessCardReader,C++,0.288136,1,0,0.252761,12.000000,15.000000,1,36635,0.000000,1,0,1,1,1
NewbiZ/gbemu,C++,0.785714,1,0,0.006505,8.000000,1.000000,1,8713,0.000000,5,0,1,1,1
BlueBrain/Hello,C++,1.000000,2,1,0.223242,2.450000,0.750000,1,676,0.219512,0,1,1,1,1
martinsch/pgmlink,C++,0.975904,3,0,0.151939,5.642857,0.285714,1,14194,0.321636,4,1,1,1,1
robz/CS354R-Project2,C++,0.920000,2,0,0.124663,63.000000,4.000000,0,1245,0.000000,0,0,1,1,1
bobo1993324/qmlTrojita,C++,0.989562,1,0,0.139834,76.000000,41.000000,1,105467,0.180366,3,1,1,1,1
djunior/tactics,C++,0.741935,2,0,0.102068,36.000000,12.000000,0,3535,0.000000,2,0,1,1,1
Learn-Algorithm/Learn-Algorithm,C++,0.833333,10,0,0.099125,150.500000,50.500000,1,14060,0.000000,230,1,1,1,1
ThunderK/paysages3d,C++,0.961853,1,1,0.052381,3.114286,0.028571,1,32288,0.057968,4,1,1,1,1
zaqwes8811/parallelize,C++,0.873684,1,0,0.225675,15.000000,1.400000,1,153894,0.843088,0,1,1,1,1
koreader/crengine,C++,0.842511,2,0,0.197021,8.647059,0.294118,1,706766,0.021667,9,1,1,1,1
youtalk/rgbd-grabber,C++,1.000000,1,0,0.149764,19.250000,1.250000,1,3791,0.000000,5,0,1,1,1
esa/pykep,C++,0.638418,3,1,0.710914,10.055556,0.833333,1,208412,0.011172,35,1,1,1,1
grahamrow/Muview2,C++,0.947368,1,0,0.120641,19.000000,4.333333,1,4522,0.000000,6,0,1,1,1
sailfishos/sailfish-browser,C++,0.972973,2,0,0.127567,77.071426,22.714287,1,13280,0.248009,206,1,1,1,1
mkiol/kaktus,C++,0.958904,2,0,0.114794,11.454545,0.818182,1,45525,0.000000,9,1,1,1,1
chaddcw/ContactManager-Example-VisualStudio-CPP,C++,1.000000,1,0,0.535443,5.000000,11.000000,1,391,0.000000,0,0,1,1,1
haibinpark/DictionaryOnline,C++,0.758065,1,0,0.219844,7.000000,0.500000,1,4218,0.089286,1,1,1,1,1
securesystemslab/multicompiler,C++,0.991533,25,0,0.231854,26.250000,0.166667,1,874432,0.038685,20,1,1,1,1
securesystemslab/multicompiler-clang,C++,0.919315,31,0,0.298299,56.799999,0.000000,1,866494,0.032556,6,1,1,1,1
start-jsk/rtmros_gazebo,C++,0.923077,4,1,0.620162,35.615383,14.076923,1,73923,0.000000,0,1,1,1,1
nkming2/libsmartcarcpp,C++,0.781421,1,0,0.181543,44.888889,1.222222,1,38634,0.000000,1,0,1,1,1
vasole/fisx,C++,0.903226,1,0,0.213170,19.230768,0.230769,1,28593,0.000000,1,0,1,1,1
KylinMod/android_device_lge_mako,C++,0.512821,9,0,0.110758,3.625000,0.000000,1,79166,0.392731,0,1,1,1,1
pgarnaut/dodgy_hacks,C++,0.555556,2,0,0.077982,20.000000,1.000000,1,411,0.000000,0,1,1,1,1
bdoin/GCompris-qt,C++,0.937500,3,0,0.073524,89.333336,5.133333,1,86910,0.000000,50,1,1,1,1
catsop/python-sopnet,C++,0.938202,3,1,0.196934,21.781250,0.281250,1,11960,0.000000,2,1,1,1,1
miketheprogrammer/bangdb,C++,0.857143,2,0,0.062367,13.750000,3.750000,1,1615,0.000000,6,1,1,1,1
ioan-chera/AutoDoom,C++,0.824590,2,0,0.241995,20.384615,0.307692,1,274166,0.003144,2,1,1,1,1
Speedy37/QtUpdateSystem,C++,0.971014,1,0,0.052247,17.500000,4.333333,1,5762,0.143317,6,1,1,1,1
Opendigitalradio/ODR-DabMod,C++,0.969072,1,0,0.189029,5.838710,0.258065,1,11412,0.191071,10,1,1,1,1
bechu/BeBlob,C++,0.939394,1,1,0.291938,20.000000,1.000000,1,9626,0.025988,1,1,1,1,1
madinka/learn,C++,0.790323,2,0,0.225489,30.000000,1.000000,1,146565,0.850248,0,1,1,1,1
Opendigitalradio/ODR-DabMux,C++,0.921569,1,0,0.191861,10.533333,0.200000,1,18986,0.004591,13,1,1,1,1
mintcoinproject/mintcoin,C++,0.965714,9,0,0.080442,13.750000,5.750000,1,55336,0.073824,16,1,1,1,1
AliceStats/Alice,C++,0.926829,1,0,0.169367,18.545456,0.545455,1,17536,0.012781,48,1,1,1,1
tokjun/CatheterMatchRegistration,C++,1.000000,1,0,0.230370,11.000000,1.000000,1,1363,0.000000,0,0,1,1,1
jmmv/atf,C++,0.803030,1,1,0.198056,5.607143,0.750000,1,22307,0.000000,28,1,1,1,1
BaroboRobotics/QtBaroboLink,C++,0.923077,1,0,0.100647,21.333332,1.000000,1,3559,0.000000,0,0,1,1,1
Naronco/Rekd-Engine,C++,0.807531,1,0,0.214459,104.000000,9.000000,1,48888,0.001027,1,1,1,1,1
NetjerDjehuty/AdvGfx,C++,0.666667,2,0,0.117525,21.500000,2.000000,1,1699,0.000000,0,1,1,1,1
bhumbers/optcomp,C++,1.000000,1,0,0.197235,50.000000,1.000000,0,1745,0.000000,0,0,1,1,1
noisymime/speeduino,C++,0.181818,1,0,0.093730,15.750000,0.375000,1,16844,0.000000,59,0,1,1,1
danielkitta/pulseview,C++,0.982759,3,0,0.205526,8.000000,0.000000,1,13065,0.390380,1,1,1,1,1
leafbird/msgpack_wrapper,C++,0.820000,1,0,0.194246,33.000000,1.000000,1,39058,0.096634,2,1,1,1,1
ptroja/spark-navigation,C++,0.810811,1,0,0.258887,7.000000,0.428571,1,18398,0.000000,3,0,1,1,1
sumboid/testing-system,C++,0.953846,1,0,0.036558,28.750000,0.250000,1,3879,0.066330,0,1,1,1,1
mranzinger/axon,C++,0.920705,1,0,0.135433,8.833333,0.333333,1,82557,0.297658,0,1,1,1,1
vsrz/CS699,C++,0.888000,1,0,0.526257,17.111111,0.777778,1,16733,0.000000,1,0,1,1,1
asrob-uc3m/robotDevastation,C++,0.925743,2,1,0.231895,35.846153,2.000000,1,96751,0.654735,2,1,1,1,1
tqchen/xgboost,C++,0.966292,3,0,0.270784,107.923080,15.153846,1,20115,0.028877,46,1,1,1,1
shindo/handystats,C++,0.893443,1,0,0.110392,49.583332,0.333333,1,10181,0.175950,0,1,1,1,1
Matoking/Filetug,C++,1.000000,1,0,0.110277,16.500000,1.500000,1,6056,0.000000,2,0,1,1,1
ptomulik/dimbo,C++,0.754266,1,1,0.360626,58.500000,4.500000,0,23231,0.362328,0,0,1,1,1
Unidata/vcmtp,C++,0.898148,3,0,0.218422,38.846153,2.307692,1,18355,0.021803,3,1,1,1,1
smistad/OpenCLUtilityLibrary,C++,0.931034,2,0,0.086977,10.083333,0.250000,1,18958,0.000000,1,1,1,1,1
RedisLabs/memtier_benchmark,C++,0.937500,4,0,0.138109,1.400000,0.200000,1,4910,0.728619,83,1,1,1,1
eddieaili/dfs,C++,0.958904,1,0,0.134772,4.000000,0.666667,1,28118,0.125039,0,1,1,1,1
quadra-game/quadra,C++,0.958333,1,0,0.101977,2.115942,1.913043,1,31658,0.000000,8,0,1,1,1
meta-toolkit/meta,C++,0.918919,2,1,0.326811,51.625000,4.750000,1,22881,0.071774,220,1,1,1,1
karakozov/mainstream,C++,0.884615,1,0,0.124962,21.166668,0.333333,1,10439,0.000000,0,0,1,1,1
libswift/libswift,C++,0.931507,2,0,0.151923,12.666667,4.666667,1,38368,0.258179,93,1,1,1,1
pal-robotics/aruco_ros,C++,0.809524,4,0,0.346087,2.461538,1.153846,0,3065,0.000000,13,0,1,1,1
team-eternity/eternity,C++,0.808550,2,0,0.241515,14.727273,0.909091,1,254248,0.003456,16,1,1,1,1
alliedmodders/amtl,C++,0.888889,1,1,0.219771,6.368421,0.789474,1,4959,0.316670,5,1,1,1,1
C-CINA/2dx,C++,0.956224,2,0,0.259191,41.615383,8.384615,1,383805,0.000000,5,1,1,1,1
BenLangmead/bowtie2,C++,0.880952,2,0,0.236894,8.842105,0.947368,1,69951,0.000000,61,1,1,1,1
CaptainHayashi/playslave-plusplus,C++,0.878788,1,0,0.429125,32.599998,1.600000,1,2102,0.000000,0,0,1,1,1
RoboJackets/rrt,C++,0.950000,1,1,0.229271,12.500000,1.833333,1,1244,0.042163,12,1,1,1,1
UofM-COMP4350-4/NBGI,C++,0.563636,4,1,0.129723,318.000000,36.000000,1,26873,0.000000,0,1,1,1,1
AMDmi3/openstrike,C++,0.903846,1,1,0.251501,12.500000,1.900000,1,3321,0.035771,12,1,1,1,1
PixelLightFoundation/pixellight,C++,0.937931,3,0,0.524795,7.880000,0.280000,1,353569,0.005069,57,1,1,1,1
hglm/sre,C++,0.962025,1,0,0.181898,17.538462,0.076923,1,35390,0.025082,4,1,1,1,1
dnhushak/chipophone,C++,0.968750,1,0,0.029832,107.500000,8.500000,0,26179,0.000000,0,0,1,1,1
LordKaT/Wyrmwick,C++,0.535032,2,0,0.323349,41.000000,5.500000,0,21236,0.007431,4,1,1,1,1
shadowcomer/CatLing,C++,0.884817,1,0,0.273201,4.923077,1.153846,1,30287,0.002167,1,1,1,1,1
luca3m/redis3m,C++,0.780000,1,1,0.218796,11.307692,1.384615,1,2669,0.078497,78,1,1,1,1
SoFiA-Admin/SoFiA,C++,0.975610,4,0,0.288077,35.692307,6.076923,1,74621,0.000000,7,1,1,1,1
catid/longhair,C++,0.642857,1,0,0.341088,5.833333,0.083333,1,3826,0.050174,44,1,1,1,1
edbee/edbee-lib,C++,0.968037,1,0,0.098839,13.000000,2.000000,1,77268,0.000000,3,0,1,1,1
krig/asmjit,C++,0.818182,1,1,0.285096,16.500000,0.250000,1,36679,0.134780,0,1,1,1,1
plasma-umass/causal,C++,0.875000,1,0,0.183447,10.625000,0.875000,1,9256,0.010253,224,1,1,1,1
fruxo/turbobadger,C++,0.980645,1,0,0.167663,14.363636,2.818182,0,26211,0.488423,248,0,1,1,1
vgvassilev/cling,C++,0.942446,3,1,0.249892,68.333336,4.000000,1,27689,0.010490,787,1,1,1,1
rbgirshick/caffe,C++,0.984127,4,0,0.220654,15.000000,0.000000,1,41559,0.758053,1,1,1,1,1
jimfinnis/angort,C++,0.985507,2,0,0.167751,25.545456,0.181818,1,10820,0.017671,6,1,1,1,1
ottok/mariadb-5.5,C++,0.926296,1,0,0.209261,13.166667,0.333333,1,1846888,0.009712,3,1,1,1,1
kwan0xfff/fmtk,C++,0.840909,1,0,0.158326,12.000000,0.750000,1,3076,0.264519,0,1,1,1,1
McKizzle/AoS,C++,0.975000,1,1,0.144571,46.333332,4.333333,0,3503,0.128089,2,0,1,1,1
Yawning/obfsclient,C++,1.000000,1,0,0.291995,30.000000,8.500000,1,30139,0.000000,25,0,1,1,1
Pinkii-/MedievailIA,C++,0.939394,1,0,0.147760,79.000000,13.000000,0,1465,0.000000,1,0,1,1,1
shaygman/mcc_sandbox.Altis,C++,0.911765,2,0,0.017589,11.882353,2.058824,0,23403,0.000000,10,0,1,1,1
gelldur/cocos2dx-components,C++,0.909091,1,0,0.136292,13.000000,0.500000,1,1717,0.000000,9,0,1,1,1
thomas-picariello/Secure-VoIP,C++,0.980198,1,0,0.071872,58.799999,0.400000,0,9978,0.168256,0,0,1,1,1
Databean/warsofcatan,C++,0.960784,4,1,0.233283,143.666672,23.333332,0,8143,0.146688,0,1,1,1,1
gemisis/cloaked-tribble,C++,0.962963,2,0,0.110084,23.500000,11.500000,1,1061,0.000000,0,1,1,1,1
Horrowind/mockup,C++,0.342105,1,0,0.096896,5.833333,0.083333,1,4774,0.117374,1,1,1,1,1
TracingTools/libtrace,C++,0.909091,2,1,0.124681,29.500000,0.500000,1,12356,0.663687,3,1,1,1,1
pah/rapidjson,C++,0.900000,3,1,0.169278,10.514286,0.171429,1,15543,0.014365,14,1,1,1,1
so0p3rcer3al/ece250_test,C++,0.970588,2,0,0.283835,14.500000,0.500000,0,22161,0.920857,2,1,1,1,1
walsh06/grifball,C++,1.000000,1,0,0.031182,24.000000,6.500000,0,3757,0.000000,0,0,1,1,1
SnipeStudio/SnipeStudio_Budjet_manager,C++,1.000000,1,0,0.004520,11.285714,5.714286,1,2131,0.000000,0,0,1,1,1
Meng-Gen/ProjectEuler,C++,1.000000,2,0,0.011431,17.000000,5.769231,0,23614,0.000000,11,0,1,1,1
PolandBall133/vulture,C++,0.641026,1,0,0.022031,62.599998,0.400000,0,1820,0.021265,1,0,1,1,1
rswhiting/TurretBot,C++,0.777778,2,0,0.159902,6.000000,5.666667,0,2528,0.457407,0,1,1,1,1
hadjian/gtest-1.6.0,C++,0.920792,3,0,0.237592,1.750000,0.750000,1,86168,0.705518,0,1,1,1,1
mseeger/apbsint,C++,0.948276,1,0,0.376873,43.500000,0.500000,1,14355,0.000000,2,0,1,1,1
box/augmented_types,C++,0.769231,3,0,0.208261,4.454545,2.090909,1,2816,0.468581,157,1,1,1,1
rioki/pkzo,C++,0.720000,1,0,0.203482,14.000000,3.200000,1,45486,0.000000,0,0,1,1,1
Martinsos/swimd,C++,1.000000,1,0,0.158076,7.923077,1.307692,1,1561,0.000000,7,0,1,1,1
Metaswitch/chronos,C++,0.948718,6,0,0.159082,26.846153,8.384615,1,4803,0.440078,2,1,1,1,1
Metaswitch/ralf,C++,0.880000,6,0,0.289825,38.142857,9.857143,1,3554,0.302650,0,1,1,1,1
MarcAntoine-Arnaud/avTranscoder,C++,0.923077,2,1,0.085090,62.500000,1.375000,0,7287,0.000000,0,1,1,1,1
uw-biorobotics/raven2,C++,0.756410,6,0,0.353235,12.000000,2.111111,1,8689,0.000000,13,1,1,1,1
dmalhotra/pvfmm,C++,0.897959,1,0,0.209642,10.076923,0.076923,1,11214,0.017933,6,1,1,1,1
EmoryUniversity/libhadoopgis,C++,0.733333,2,0,0.022536,7.000000,1.333333,1,18433,0.000000,13,1,1,1,1
spillerrec/Overmix,C++,0.979592,1,0,0.138849,16.000000,5.076923,1,18057,0.519985,10,1,1,1,1
srios8/CSCI-21-SPRING-2014,C++,0.987179,2,0,0.196852,34.666668,1.333333,0,7908,0.000000,0,0,1,1,1
Bombermaaan-R/bombermaaan-r,C++,0.887324,1,0,0.294072,3.833333,1.166667,1,33798,0.031412,2,1,1,1,1
jmah/Clang-KeyPathValidator,C++,0.562500,1,0,0.150919,10.500000,3.000000,1,683,0.000000,79,0,1,1,1
heyx3/Manbil,C++,0.887858,1,0,0.220705,65.928574,0.142857,1,377300,0.027081,2,1,1,1,1
ALaDyn/piccante,C++,0.911765,3,1,0.164316,27.769232,0.153846,1,26056,0.119161,12,1,1,1,1
miranda-ng/miranda-ng,C++,0.589808,7,0,0.172311,85.818184,0.636364,1,1959824,0.005553,86,1,1,1,1
CPI4Admin/BomberMan,C++,0.969231,5,0,0.360574,38.250000,9.000000,1,5648,0.000000,0,1,1,1,1
nlhans/ets2-sdk-plugin,C++,0.260870,1,0,0.377366,2.166667,0.583333,1,4792,0.505530,38,1,1,1,1
ska-sa/lwimager,C++,0.975385,2,0,0.324956,0.625000,0.625000,1,153640,0.007988,3,1,1,1,1
FreeCX/diploma,C++,0.783133,1,0,0.315646,25.500000,0.250000,1,263518,0.309482,0,1,1,1,1
Manuzor/LispCpp,C++,0.836289,1,0,0.139162,79.000000,3.500000,0,84694,0.002686,0,0,1,1,1
cybeliak/Traeo,C++,0.722222,1,0,0.241509,11.250000,0.250000,1,1048,0.452621,0,1,1,1,1
Darinth/NaturalFury,C++,0.976744,1,0,0.418513,1.666667,0.888889,1,3989,0.245103,2,0,1,1,1
mike10004/easyeye,C++,0.983740,2,0,0.005570,110.000000,1.000000,1,587539,0.240608,0,1,1,1,1
modsim/CADET,C++,0.936782,1,0,0.252553,5.230769,0.692308,1,56577,0.285062,3,1,1,1,1
wkhtmltopdf/qt,C++,0.941699,17,0,0.211676,6.609375,0.234375,1,5111827,0.170304,11,1,1,1,1
code-iai/iai_control_pkgs,C++,1.000000,3,0,0.179400,3.300000,0.183333,1,4439,0.000000,1,1,1,1,1
zhensydow/hworld,C++,0.721393,1,1,0.380767,23.714287,0.428571,1,19710,0.001610,0,1,1,1,1
dwiley6613/CSCI-21-SPRING-2014,C++,1.000000,1,0,0.228547,32.333332,0.666667,0,8476,0.000000,0,0,1,1,1
mattsbmws/CSCI-21-SPRING-2014,C++,0.988095,2,0,0.204915,17.666668,1.000000,0,7869,0.000000,0,0,1,1,1
labyrinthofdreams/screenpicker,C++,1.000000,1,0,0.184685,31.625000,1.875000,1,8195,0.000000,0,0,1,1,1
Trongard/-CSCI-21-SPRING-2014,C++,0.975000,1,0,0.200724,32.500000,1.000000,0,7541,0.000000,0,0,1,1,1
albertz/music-player-core,C++,0.946237,1,1,0.184260,9.083333,0.583333,1,9236,0.190452,35,1,1,1,1
Riannon/CSCI-21-SPRING-2014,C++,1.000000,1,0,0.234218,42.500000,1.500000,0,5774,0.000000,0,0,1,1,1
gil9red/QRCodeGenerator,C++,1.000000,1,0,0.071123,5.000000,1.000000,1,1961,0.000000,6,0,1,1,1
staylor014/CSCI-21-SPRING-2014,C++,1.000000,1,0,0.169200,15.666667,1.000000,0,7473,0.000000,0,0,1,1,1
k-a-z-u/NetAnalyzer,C++,0.949580,2,0,0.284878,13.000000,2.000000,0,15114,0.073029,0,1,1,1,1
WrinklyNinja/yaml-cpp,C++,0.913386,1,0,0.203321,3.235294,0.029412,1,175471,0.924896,0,1,1,1,1
wkhtmltopdf/wkhtmltopdf,C++,0.914286,3,0,0.339832,13.888889,9.493827,1,19419,0.000000,3807,1,1,1,1
MistCore/MistCore,C++,0.855459,8,0,0.159078,45.833332,18.000000,1,1176374,0.009602,27,1,1,1,1
named-data/NFD,C++,0.990291,4,1,0.237443,42.615383,0.307692,1,40151,0.416688,23,1,1,1,1
neiled/rogue,C++,1.000000,1,0,0.015367,178.500000,0.500000,0,5274,0.020109,5,0,1,1,1
bjpirt/Mirobot-arduino,C++,1.000000,1,0,0.100407,3.833333,1.333333,1,1334,0.000000,20,0,1,1,1
eddelbuettel/rquantlib,C++,0.666667,1,1,0.167784,3.862745,0.254902,1,10069,0.000000,14,1,1,1,1
malcom2073/emstune,C++,0.967213,1,0,0.266847,9.000000,0.052632,1,41988,0.008014,14,1,1,1,1
fzenke/auryn,C++,0.978873,1,0,0.262278,16.538462,0.692308,1,13920,0.000000,20,0,1,1,1
AdrianArroyoCalle/azpazeta,C++,0.935897,1,1,0.192642,4.200000,2.200000,1,14547,0.098976,0,1,1,1,1
DreamSourceLab/DSLogic,C++,0.897590,2,0,0.216179,3.500000,4.300000,1,60900,0.023011,62,1,1,1,1
naphaso/tizen-vk-client,C++,0.948276,2,0,0.111790,4.000000,0.500000,1,11363,0.000000,1,1,1,1,1
GT6310-GalaxyYoung-Developers/android_device_samsung_msm7x27a-common,C++,0.333333,1,0,0.197872,4.250000,0.250000,1,9505,0.000000,1,0,1,1,1
OpenROV/openrov-software-arduino,C++,0.883721,2,1,0.235125,7.212121,0.696970,1,9811,0.000000,19,1,1,1,1
gilgil1973/su,C++,0.875000,2,0,0.147258,15.000000,4.000000,1,1316,0.000000,6,1,1,1,1
trainman419/fiducials_ros,C++,0.000000,4,0,0.121317,10.800000,3.400000,1,520,1.000000,0,1,1,1,1
jcaesar/openclonk,C++,0.932632,8,0,0.149014,7.714286,0.000000,1,248012,0.030812,0,1,1,1,1
marbl/gingr,C++,0.944444,1,1,0.091696,5.000000,0.380952,1,11342,0.000000,6,1,1,1,1
beniz/seeks,C++,0.972477,1,0,0.280404,3.607143,0.535714,1,65701,0.389606,105,1,1,1,1
ampl/gecode,C++,0.901685,1,0,0.220544,2.230769,0.076923,1,319699,0.278412,14,1,1,1,1
lubyk/xml,C++,1.000000,1,1,0.044243,3.384615,0.153846,1,29494,0.142415,25,1,1,1,1
larroy/clearskies_core,C++,0.640212,1,1,0.294562,36.538464,2.538462,1,232906,0.143681,126,1,1,1,1
falkTX/DPF,C++,0.710000,1,0,0.245632,18.416668,0.083333,1,27440,0.104625,5,1,1,1,1
StephanDollberg/twistedcpp,C++,0.944444,1,0,0.119813,7.916667,0.666667,1,1534,0.491156,4,1,1,1,1
ceres-solver/ceres-solver,C++,0.980556,2,0,0.332907,12.944444,0.611111,1,74190,0.737164,131,1,1,1,1
sandeepmukherjee/WorkerThreadPool,C++,1.000000,1,0,0.211217,5.200000,0.200000,1,1349,0.290070,0,1,1,1,1
gabraham/flashpca,C++,1.000000,1,0,0.118951,6.615385,0.384615,1,2209,0.000000,12,0,1,1,1
LabAdvComp/udpipe,C++,1.000000,1,0,0.183358,4.062500,0.250000,1,14558,0.000000,7,0,1,1,1
AnarManafov/PoD,C++,0.928571,1,0,0.208974,2.600000,0.600000,1,10443,0.061801,3,1,1,1,1
ThirteenAG/limit_adjuster_gta3vcsa,C++,0.925926,2,0,0.160111,3.437500,1.437500,1,8030,0.000000,10,1,1,1,1
stephenmathieson/node-sophist,C++,0.928571,1,1,0.047085,11.000000,1.300000,0,1875,0.000000,25,0,1,1,1
credativ/kprinter4,C++,1.000000,1,0,0.182284,50.000000,4.000000,1,2503,0.000000,4,0,1,1,1
Awesomez/SongTastePlayer,C++,0.933333,1,0,0.029012,98.000000,1.000000,1,1083,0.000000,14,0,1,1,1
rafadaguiar/cpsc_221,C++,1.000000,1,0,0.278362,16.500000,0.500000,0,3365,0.014335,0,0,1,1,1
mysensors/Raspberry,C++,0.760000,4,0,0.410664,3.928571,0.500000,1,4896,0.000000,57,1,1,1,1
Sudo23/Infinitecoin-V2,C++,0.964706,1,0,0.079151,5.000000,1.000000,1,51785,0.076072,4,1,1,1,1
samp-incognito/samp-streamer-plugin,C++,0.764646,1,0,0.166000,7.500000,3.750000,1,388815,0.000021,66,0,1,1,1
ayebear/Cells,C++,1.000000,2,0,0.110053,3.636364,1.272727,1,3460,0.000000,10,1,1,1,1
psi4/psi4public,C++,0.963765,11,0,0.239105,13.343750,1.593750,1,424638,0.002926,76,1,1,1,1
Doom4535/Computer.class.repo,C++,0.988235,2,0,0.168060,12.666667,1.000000,0,3757,0.000000,0,0,1,1,1
primejyothi/glyphRen,C++,0.600000,1,0,0.243521,6.000000,0.500000,1,1428,0.000000,2,0,1,1,1
